Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir,WindSpeed,Humidity,Pressure,Cloud,Temp,RainToday,RainTomorrow
Tuggeranong,12.1,19.6,0,,,E,35,NE,17,60,1021.2,,18.3,No,No
SalmonGums,15.4,35.5,0,,,NNW,35,NE,11,21,,,35.1,No,No
CoffsHarbour,11.6,16.1,0,2.4,0.5,W,22,NNW,9,96,1009.7,8,14,No,Yes
Cobar,12.2,29,0,5.2,11.3,SW,26,WSW,15,21,1016,1,27.9,No,No
Newcastle,9.3,14.2,33.9,,,,,SW,4,92,,7,12.6,Yes,Yes
Sale,14.2,27.1,0,6.4,0.5,WSW,69,WSW,35,58,1003.4,7,20.7,No,Yes
PearceRAAF,13.2,17.1,2.4,,0,WSW,30,WSW,13,87,1009,8,16.6,Yes,Yes
SalmonGums,8.3,21.4,0,,,NNW,37,N,9,46,,,19.5,No,No
Penrith,4.4,20.4,0,,,NNE,17,NNE,9,39,,,19.5,No,Yes
Cairns,21.4,31.9,8,4.6,8.9,NE,28,ENE,22,55,1007.3,7,30.7,Yes,Yes
SydneyAirport,17.9,24,0,2.6,0,NW,20,NNE,13,78,1012.8,8,20.9,No,Yes
Albury,4.4,6.8,10,,,NE,30,SSE,11,93,1017.1,8,6.4,Yes,Yes
Cobar,17.7,33,0,8.4,,WSW,46,WSW,20,24,1013.8,7,29.6,No,Yes
Perth,13.5,17.3,19.4,3.2,5.4,W,52,W,20,53,1016,5,15.2,Yes,Yes
Sydney,11.1,13.3,39.2,6.4,0,WSW,56,SW,30,92,1014.3,,11.4,Yes,Yes
Walpole,12.8,24.3,0,,,SE,37,SSE,15,60,1025.2,,22.9,No,Yes
Mildura,7.7,28,0,5.6,10.6,N,37,NNW,22,14,1011.9,2,27,No,No
MountGambier,15.8,22.2,0,13.4,3.5,,,SW,15,92,1018.7,8,14,No,Yes
Nhil,19,22.9,14.8,,,SSW,26,SSW,11,80,1017.2,,22.4,Yes,Yes
Witchcliffe,15.3,20.4,1,,,W,44,WNW,19,67,1014.5,,19.3,No,Yes
Sale,4.4,10.8,5.2,0.6,0.1,W,31,W,22,95,1016.6,8,9.1,Yes,Yes
BadgerysCreek,4.2,21.5,0,,,SW,11,NNE,7,44,1021.1,,20.4,No,No
Wollongong,18.1,23.4,0,,,S,57,NNE,6,88,1008.5,6,20.6,No,Yes
GoldCoast,17.4,25,76,,,S,61,SSE,43,74,1007.9,,23.7,Yes,Yes
NorahHead,20.3,27.9,0,,,NE,44,NE,30,67,1014.4,,25,No,No
Darwin,25.2,34.2,0,9.8,9.4,E,52,ENE,30,40,1010.8,3,32.8,No,No
PerthAirport,11,18.4,0,3.8,9.3,ESE,44,SE,24,45,1023.5,3,17.5,No,No
GoldCoast,20.8,28.7,0,,,NNE,33,NE,28,64,1015.4,,27.3,No,No
Walpole,10.2,19.8,0.4,,,NW,48,NW,22,64,1015.1,,19.1,No,Yes
AliceSprings,0.6,18,0,3.4,10.3,E,31,ENE,11,25,1017.7,0,17.8,No,No
Hobart,6.6,11.4,0,3.2,3.1,SW,37,SSW,15,56,1003.2,,11.1,No,Yes
Brisbane,20.6,29,5.2,9,9.4,ESE,39,E,13,89,1019.6,7,22.6,Yes,Yes
PearceRAAF,20,28.2,5.4,,9.8,WNW,48,W,28,50,1010.9,,26.8,Yes,Yes
Albany,14.8,18.4,17.6,2.2,0.3,,,SSW,19,84,1017.8,8,16.4,Yes,Yes
MountGinini,4.2,15.4,0,,,ENE,52,N,6,98,,,11.1,No,No
WaggaWagga,6.3,17.8,0.8,2.2,9.8,W,24,W,15,66,1018.2,1,16.8,No,No
Albury,18.1,25.5,66,,,NW,56,NNW,37,38,1007.5,1,24.1,Yes,Yes
SydneyAirport,21.5,36.6,0,7.6,4,S,72,ENE,15,30,1004.2,7,33.2,No,No
Sydney,19.4,28.1,0,8,12.7,SSW,54,E,17,50,1004,0,26.9,No,No
Melbourne,5.7,13.6,0,3.4,5.6,N,65,N,28,49,1020,5,12.3,No,No
Richmond,14.7,35.7,0,6.3,,SE,39,SSE,7,28,1009.8,,34.4,No,No
Walpole,7.7,13.1,13.2,,,SSW,59,S,9,59,1027.4,,12.2,Yes,No
Portland,10.1,12.5,0,3,5.1,SSW,39,SSW,19,73,1017.7,7,11.1,No,No
Wollongong,16.4,19.4,0.4,,,SSW,65,SW,31,75,1025.5,8,17,No,Yes
NorfolkIsland,20.2,24.9,0.4,6.6,11.3,ESE,50,ESE,28,66,1015.2,2,23.8,No,Yes
Melbourne,12.9,23.1,0,10.6,3.8,N,83,WSW,31,85,1000.1,8,13.9,No,Yes
Wollongong,16.4,23.2,0,,,SE,26,ESE,13,63,1019,1,23.2,No,No
Albany,16.3,19.6,0,7,8.4,,,WSW,31,55,1008,3,18.7,No,No
CoffsHarbour,9.2,22,0,,,NNE,28,NE,13,53,1011,,21.3,No,No
Bendigo,-0.7,14.9,0.2,0.8,,NNE,22,N,13,59,1018.6,2,13.6,No,No
BadgerysCreek,4.8,17.7,0,,,SW,54,SW,24,37,1013,,17.4,No,No
Adelaide,19.1,21.4,0.4,,,N,20,WSW,13,85,1018.8,,21,No,Yes
SalmonGums,5.9,34.3,0,,,N,48,N,26,12,,,33.6,No,No
Newcastle,23,,1.2,,,,,,,,,,,Yes,No
BadgerysCreek,2.8,19.6,0.2,,,SW,37,SSW,13,36,1016.8,,17.7,No,No
CoffsHarbour,17.9,26.7,0.1,,,NNE,44,NNE,30,80,1007.9,8,23.6,No,Yes
Ballarat,1.7,15.4,0,,,WSW,43,SW,17,85,1025.2,8,11.7,No,No
SydneyAirport,17.9,21.7,0,4,0,NW,24,SSE,7,71,1021.3,8,20.4,No,No
MountGinini,8,13,1,,,ENE,37,NE,9,97,,,10.7,No,Yes
NorfolkIsland,13.9,21.1,0,1.6,,N,44,NE,22,84,1018.5,8,19,No,Yes
Launceston,10.8,20.5,0,,,NE,35,ENE,17,69,,8,19.7,No,Yes
Launceston,2.5,13.3,3.6,,,NNW,48,NW,17,90,1005,,11.7,Yes,Yes
Brisbane,19.6,30.5,1.8,5.6,10,E,26,E,11,54,1018.3,4,29,Yes,Yes
Portland,18,21.4,0,13,5.8,S,50,S,22,66,1017.3,4,18.6,No,No
SydneyAirport,9,21.3,0,3.2,7.9,W,31,SW,13,37,1015.8,2,18.1,No,No
Sale,14.2,36.3,0,,,,,E,24,27,1007,,34.9,No,No
Walpole,11.7,21.7,0,,,SSE,37,SSE,24,52,1021.1,,19.8,No,No
Watsonia,10.1,17,0,5.8,8.7,S,48,SSE,22,44,1021.7,4,14.4,No,No
Launceston,4.2,19.8,0.6,,,NNW,41,NNW,20,66,1013.5,,18,No,No
CoffsHarbour,16.7,30,1.2,,,,,NE,17,57,1007.7,8,27.4,Yes,Yes
Cairns,21.9,32,0,8.2,11.6,SE,41,SE,31,40,1015.1,1,30.2,No,No
MountGambier,6.2,8.2,28.8,1.2,,W,104,W,43,88,1000.3,8,5.3,Yes,Yes
Witchcliffe,9.4,21.9,0,,,E,26,SE,9,63,1018.2,,21.5,No,No
NorahHead,15.9,25,0,,,NNE,46,NNE,31,63,1014.2,,22.6,No,No
Cairns,23.8,30.9,0,7.8,8.1,ESE,33,ENE,15,57,1011.8,5,29.9,No,No
PerthAirport,10.6,22.6,0,5,11.6,SW,50,SW,30,43,1019,1,21,No,No
Williamtown,9.4,18.9,0,5,10.7,SW,43,SSE,28,56,1010.9,3,18.1,No,Yes
Portland,9.2,12.8,1.6,1.4,5,S,20,S,9,83,1034.3,8,11.6,Yes,No
Bendigo,-1.4,10.3,0.4,,,NE,31,NNE,17,72,1023.7,7,9.6,No,No
WaggaWagga,8.9,24.5,0,10.8,11.5,WSW,48,SW,33,30,1009.5,3,23.9,No,No
Adelaide,11.8,20.3,0,,7.3,SW,35,WSW,17,46,1025.1,,18.8,No,Yes
Witchcliffe,,22.5,0,,,WSW,41,SW,19,40,1009.9,,21.2,No,No
PerthAirport,19.3,33.8,0,13.2,10.9,E,70,E,20,28,1008.8,3,32.3,No,No
Watsonia,8.7,14.7,0,2.8,3.8,NW,43,NNW,19,55,1006.9,7,14.1,No,Yes
Adelaide,4.5,13.4,7.2,,,WNW,39,WNW,20,70,1027.8,,13.1,Yes,Yes
Watsonia,13.7,32.1,0,5.4,9.9,SE,24,W,9,36,1014.5,6,29.7,No,No
Tuggeranong,0.8,13.1,,,,WSW,39,,,55,1004.6,,11.2,,No
Darwin,23.9,31.4,1.6,3.8,6.6,E,39,ENE,17,77,1004.2,7,28.3,Yes,Yes
Nuriootpa,12.3,15.9,0.5,9.9,0,SE,33,SSW,13,79,1016.5,,14.4,No,Yes
Albany,,22.2,0,5.8,11.1,,,,,,1016.9,,,No,No
MountGinini,5.1,13.2,48,,,N,44,WNW,20,57,,,11.5,Yes,Yes
Penrith,19.2,33.6,0,,,NE,28,NE,7,39,,,32.4,No,No
Williamtown,19.3,34.8,0,7.6,10.8,N,33,NNW,19,33,1011.8,6,34.4,No,No
NorfolkIsland,15.3,19,0.4,4,,S,50,SSE,31,53,1023.9,2,16.8,No,No
CoffsHarbour,12,19.5,52.4,5.8,3.7,SE,54,SSE,26,64,1028.6,7,17.7,Yes,Yes
CoffsHarbour,18.2,25.5,0.6,,,SW,81,N,9,96,1016.3,8,19.1,No,Yes
WaggaWagga,3.1,18.6,0,4.4,12.1,WSW,30,WSW,19,52,1022.6,1,18.1,No,No
Cobar,22.4,39.8,0,9.8,,,,NE,11,17,1010.7,1,37.4,No,No
CoffsHarbour,16.4,24.8,16.2,3.4,6.5,SW,31,SE,19,56,1020.7,4,23.8,Yes,Yes
Witchcliffe,9,19.7,0.2,,,N,48,N,22,69,1016,,18.4,No,Yes
Sale,3.1,16.8,0,,,W,31,WSW,11,70,1002.9,8,13,No,No
Hobart,7.3,13.7,0,3.4,5.7,NW,63,NW,28,48,1006.2,2,13.3,No,Yes
Portland,12.2,21.1,0,5.8,12.8,ESE,43,SE,26,53,1026.2,,20.5,No,No
Sale,13.7,17.9,5.8,,,,,W,22,59,1024.7,8,17.5,Yes,No
Albany,7.8,16.8,10.8,6.2,3.5,,,NW,9,64,1003,6,16.3,Yes,Yes
SalmonGums,2.1,14.1,0,,,S,31,S,19,69,,,11.3,No,No
Uluru,24.5,34.7,3.4,,,NNW,48,NW,30,49,1001.9,6,33.5,Yes,Yes
NorahHead,14.9,16.3,19.8,,,S,26,S,11,94,1010,,15.6,Yes,Yes
SalmonGums,1.8,17.9,3.8,,,WNW,44,W,20,50,,,16.8,Yes,No
Portland,9.3,22.5,0,4.2,12.4,ESE,26,SSE,13,67,1018,,18.7,No,No
Adelaide,11.3,21.9,0,,,SW,33,WSW,17,43,1016.4,,21.3,No,No
Melbourne,14,21.1,2.4,4.8,8.3,W,52,WNW,20,26,1008.7,6,19.8,Yes,No
Canberra,12,24.6,0,,,WNW,33,NW,17,75,1015.6,7,22.3,No,Yes
Canberra,8.3,28.5,0,5.8,9.8,NW,46,NW,26,30,1019.8,6,27.4,No,No
Sale,6.9,20,0,2.2,8.6,WSW,48,WSW,22,47,1016.8,8,18.5,No,No
WaggaWagga,5.3,19.9,0,2.4,9.6,WNW,24,WSW,11,34,1018.4,2,19.3,No,No
Walpole,19.1,26.3,0,,,SE,56,SE,31,59,1017.8,,25.4,No,No
Newcastle,7.8,18.7,0.2,,,,,,0,72,,6,17.4,No,No
Sydney,16.4,24.6,0,6.6,10.7,,,ENE,22,54,1017.1,1,24,No,No
Wollongong,15.6,22.9,0,,,NNW,31,NE,26,78,1016.5,,20.4,No,Yes
MountGambier,5.8,13.3,12.2,2.8,3.6,N,61,NNW,31,70,1006.9,8,12.2,Yes,Yes
MountGambier,8.3,18.7,12,6,11.7,W,54,W,33,46,1017.9,4,18.1,Yes,No
Hobart,14.1,24.4,0,7.2,10,SE,26,SE,17,55,1021.6,4,23.6,No,No
Tuggeranong,5.6,16.9,0,,,WSW,57,WSW,7,26,1017.5,,16.6,No,No
NorfolkIsland,19.5,25.9,0,1.8,9.7,NE,35,NE,22,82,1013.8,7,24.9,No,Yes
PearceRAAF,10.7,18.1,2.8,,0.2,N,28,NW,13,94,1021.2,8,17.4,Yes,Yes
Ballarat,17,27.2,14.4,,,NW,41,WNW,13,99,1011.5,8,20.8,Yes,Yes
Mildura,19.9,36.5,0,19.8,10.2,SE,39,WSW,17,18,1007.4,7,35.4,No,No
Nuriootpa,0.6,19.2,0,1.2,9.7,W,22,W,9,37,1020,4,18.4,No,No
Launceston,9.4,14.5,6,,,NW,41,N,9,85,,8,11.2,Yes,Yes
Penrith,20.7,32.2,5.2,,,ESE,33,E,17,53,,,29.9,Yes,Yes
Mildura,7.6,14.1,2.2,2.8,7,SW,37,WSW,19,53,1022.8,7,13.5,Yes,No
WaggaWagga,13.9,30.8,0,8.2,11.4,SW,37,WNW,13,23,1013.9,1,29.1,No,No
Katherine,17.6,,0,7.2,,E,44,ESE,20,,1011.1,,,No,No
Perth,5.8,19.7,0,3,9.9,NNE,31,E,11,27,1028.7,1,18.9,No,No
Perth,15.8,22,4.4,3.2,4.2,W,37,WNW,15,58,1017.4,7,19.3,Yes,Yes
Richmond,10.7,16.6,0,1.9,,W,74,W,41,39,1003.7,,14.2,No,No
Witchcliffe,10.7,23.4,0,,,W,50,W,20,88,1007.2,,18.2,No,Yes
MountGambier,8,28.7,0,7,13.1,SSW,30,SSE,13,40,1011,6,27.7,No,No
Walpole,12.1,18.6,0.2,,,WNW,28,SW,11,77,1015.5,,17.7,No,Yes
PearceRAAF,9.9,21.2,0,,3.9,NNE,35,E,13,38,1022.5,8,19.1,No,No
Witchcliffe,9.5,13.5,6.6,,,SSE,39,SSE,24,81,1021.5,,11.5,Yes,Yes
Melbourne,12.4,16.2,8,4.6,2.1,N,70,NNW,22,72,999,7,14.3,Yes,Yes
Penrith,2.6,17.6,0,,,WSW,31,W,11,31,,,17,No,No
MountGinini,-0.5,7.1,0,,,W,81,WNW,33,86,,,5.7,No,No
Penrith,21.2,24.3,6,,,SSW,41,S,7,100,,,21,Yes,Yes
Watsonia,17.9,36.3,0,10,8.8,NNW,35,NNW,17,37,1017.5,7,34.9,No,No
Sydney,11.2,23.8,0,4.4,11.1,SSW,39,NNE,17,46,1005.4,1,23.5,No,No
Richmond,20.4,23.7,0,2,,SW,17,S,7,92,1016.1,8,21.4,No,Yes
Nuriootpa,12,17.3,11.4,0.8,3,WNW,72,WSW,37,91,1000.2,8,12.4,Yes,Yes
Sydney,16.7,21,49.8,1.4,0,SSW,35,WSW,9,83,1004.6,,20.7,Yes,Yes
CoffsHarbour,18.5,24.8,0,2.4,3.3,S,44,SSW,28,67,1021.7,6,22.7,No,Yes
Hobart,5.5,13.3,2,4.2,11.2,ESE,31,SE,19,44,1033.6,2,12.5,Yes,No
Darwin,18.8,34.1,0,6.2,11.4,ESE,54,E,33,11,1010.9,3,33.5,No,No
Townsville,25.2,32.4,0,7.4,8.9,ENE,48,ENE,35,60,1012.2,6,30.1,No,Yes
Tuggeranong,-5,11.7,0,,,WNW,39,NNW,20,51,1020.2,,9.9,No,No
MountGambier,5.9,15.3,3.2,1.6,2.9,NW,59,WNW,31,85,1016.3,7,12.6,Yes,Yes
NorahHead,17.7,20.6,0.6,,,SE,78,ESE,41,60,1020.2,,19.7,No,Yes
Cairns,24.2,31.7,0.2,2,10.1,NE,28,NE,13,67,1005.3,6,29.7,No,Yes
Cairns,20.7,33.4,0,6.8,11.9,SE,46,ESE,35,39,1008.5,1,32.7,No,No
MountGambier,6.8,13.5,16.4,,,SW,65,SSW,20,77,1020.2,6,11,Yes,Yes
Ballarat,0.2,18.6,0,,,N,57,N,41,35,1006.7,1,18.2,No,Yes
Tuggeranong,7.5,23,0,,,WNW,37,NW,15,56,1019.6,,19.6,No,No
Adelaide,11.4,18.5,1.8,,,SW,37,SW,19,51,1020.2,,18.1,Yes,No
Bendigo,16.1,16.4,0.6,,,SW,35,WSW,17,71,1017,6,14.9,No,Yes
Cairns,23.5,30.9,0.2,19.2,,SE,39,ESE,30,57,1013.3,,29.4,No,No
Ballarat,7.3,11.3,0,,,NE,54,NNE,17,98,1015.1,8,9.9,No,Yes
Sale,-2.8,15.4,0,1.4,5,WNW,54,NE,9,64,1012.8,7,10.2,No,Yes
Penrith,15.6,34.5,0.2,,,WSW,33,ESE,19,33,,,32.8,No,Yes
NorfolkIsland,22,24.1,8.2,2.4,0.2,SE,41,SE,19,92,1012.1,7,23,Yes,Yes
Wollongong,11.2,19.2,0,,,NNW,44,N,22,55,1016.7,,18.7,No,No
Dartmoor,9.6,20.8,0,3.2,7.1,N,39,N,13,53,1019.3,,19.8,No,No
Cairns,18.8,31.5,0,8,10.8,SE,39,ESE,28,40,1010.3,2,29.7,No,No
Albury,4.8,14.8,0,,,SSE,20,ESE,4,54,1022,,13.7,No,No
MelbourneAirport,3.1,15.3,0.2,1.6,7.4,N,59,N,26,53,1013.4,7,13.7,No,No
Adelaide,7.6,15.9,0,1.4,,NW,43,NW,28,69,1018,,15.4,No,Yes
Hobart,11.4,23.8,0.2,3.8,6,NW,52,NW,24,52,999.6,7,20.7,No,Yes
Canberra,12.1,26.4,0,4,4.7,WNW,39,NW,20,59,1015,8,21.3,No,Yes
Perth,21.9,30.3,0,9.8,6.7,ENE,26,SW,11,49,1012.6,7,28.2,No,No
Katherine,24,33,35.2,19.2,,NW,57,NW,17,,1005.1,,,Yes,Yes
SalmonGums,8.5,18,2.2,,,S,35,SSW,19,48,,,15.6,Yes,No
Canberra,10.4,13.8,7.4,,,NNW,52,SE,15,65,1011,7,10.3,Yes,Yes
Wollongong,17.2,23.7,0,,,N,85,N,50,64,987.4,1,22.7,No,Yes
MountGinini,7.3,17.1,2.6,,,E,28,NNW,6,82,,,16.6,Yes,Yes
Sydney,16.2,30.9,0,8.8,11.3,WSW,44,W,24,22,1003.7,1,29.6,No,No
Witchcliffe,7.6,21.7,0.2,,,N,37,N,20,,1015.9,,21.1,No,No
SydneyAirport,10.8,20.1,0,3.4,3.4,SSW,57,ESE,11,50,1017.8,5,19.3,No,Yes
Wollongong,16,22.3,0,,,WNW,33,NE,9,50,1024.5,,21,No,No
Perth,9.1,23.8,0,2.8,6.7,NW,20,WNW,9,51,1008.3,7,21.6,No,No
NorahHead,21.6,28.8,0,,,NE,43,NE,30,77,1008.1,,24.7,No,No
Walpole,6.7,12.7,20.6,,,NW,41,NW,20,99,1000.7,,9.9,Yes,Yes
Moree,22.4,40.4,1.4,12.4,10.8,NE,59,S,11,26,1008.9,3,38.8,Yes,Yes
MountGinini,1.2,8.1,0.8,,,NW,20,,,,,,,No,No
Witchcliffe,10.2,18.6,4,,,WSW,30,WSW,13,68,1013.4,,16.8,Yes,No
Newcastle,,,,,,,,,,,,,,,Yes
Watsonia,6.8,14.2,6,6.6,7.2,W,48,WSW,26,51,1014.5,7,12,Yes,Yes
Ballarat,2.5,13.4,3.4,,,N,19,N,7,64,1015.5,3,13,Yes,No
BadgerysCreek,15.9,25.5,1,,,N,17,N,7,66,1015.5,,24.1,No,No
Launceston,8.6,17,1,0.4,,NW,31,NW,22,62,1016.7,,15.1,No,No
MelbourneAirport,8,15.1,0.8,1.2,8.1,WSW,65,NNW,31,46,1004.2,6,13.7,No,Yes
SydneyAirport,17.8,26.3,83.2,,7.8,,,E,24,67,1010.9,4,23.6,Yes,Yes
Albury,15.7,27.3,18.4,,,NNE,41,S,15,75,1011.3,,21.4,Yes,Yes
MelbourneAirport,11.1,19.1,3.2,2.4,4.7,S,33,S,26,68,1023.1,7,17.3,Yes,Yes
Cobar,5.1,24,0,,,ENE,20,E,6,19,1024.6,,23.5,No,No
Mildura,6,17.2,7.2,1.8,9.6,S,43,SSW,22,39,1014.8,1,17.1,Yes,No
Watsonia,9.8,14.5,1.2,2.6,0.3,NNW,30,SW,11,67,1024.2,7,13.9,Yes,No
Penrith,3,14.4,0,,,WNW,28,W,9,39,,,13.8,No,No
Melbourne,10,18.9,0,4,6.6,WSW,56,WSW,37,39,1019.8,7,18.3,No,Yes
Watsonia,5.8,12.8,0,0.8,3.6,SW,19,SW,7,71,1031.2,1,11.5,No,No
SydneyAirport,14.7,23.6,0,3.4,8.3,NW,26,SE,15,61,1024,6,22.5,No,Yes
Uluru,19.5,38.1,0,,,E,52,ESE,26,12,1009.1,3,36.3,No,No
Canberra,4.4,11.3,18,,,NW,39,N,9,84,1006.9,8,9.5,Yes,No
SalmonGums,5.3,19.1,0,,,W,44,SW,20,46,,,18.4,No,No
Hobart,14.6,19.1,11.8,9.2,0,N,37,NE,6,94,1015.5,8,15.9,Yes,Yes
MountGinini,1.7,13,0.6,,,W,44,WNW,17,45,,,12,No,No
SalmonGums,5.8,20.1,0,,,SSW,37,S,19,72,,,16.6,No,No
Witchcliffe,8.1,12.1,28.6,,,SW,70,SSW,37,76,1002.7,,9.7,Yes,Yes
GoldCoast,10.9,21.1,7,,,SE,54,SSE,28,61,1012.8,,18.9,Yes,Yes
Canberra,-0.5,21.8,0,,,NNW,22,NNW,11,33,1026.1,,21.2,No,No
Nuriootpa,-2.5,12.9,0,1.6,8.1,NE,26,N,13,43,1021.1,4,12.7,No,No
MountGambier,10.3,29.9,0,3.6,9,SSW,28,NW,11,27,1015.3,1,28.6,No,No
Richmond,18.9,33.8,0,,,SE,37,E,13,33,1009.5,,32.9,No,No
WaggaWagga,-1.8,13.4,0,1.4,9,E,15,,0,44,1030.4,0,12.7,No,No
Canberra,16.7,25.6,2,,,E,39,SE,19,50,1014.9,,23.2,Yes,Yes
MelbourneAirport,8.6,14.6,0,3.4,0.7,N,48,NNW,20,76,1013.6,7,13.8,No,Yes
Cobar,6.7,17,0,1,,WSW,39,WSW,22,46,1020.3,6,15.6,No,Yes
Mildura,11.2,30.4,0,3.4,8.3,SSE,24,E,2,14,1010.6,5,28.6,No,No
PearceRAAF,2.6,16.6,5,,9.2,S,35,SSW,13,50,1018.9,,16,Yes,No
Dartmoor,8.2,14.4,0.4,0.8,5.8,WSW,28,WSW,13,,1029.5,,13.4,No,Yes
Darwin,22.6,34.1,0,4,10.6,NNE,37,ESE,19,37,1011.2,1,33.6,No,No
Melbourne,8.6,14.3,0,2.8,3.8,NW,35,NNW,17,56,1015,7,13.4,No,Yes
Nuriootpa,9,17,16.6,2.8,7.4,WSW,37,WSW,22,62,1011.3,5,16.3,Yes,Yes
Sydney,8.7,15.6,57.4,5.6,2.7,SSW,41,SSW,22,67,1019.1,,14.5,Yes,Yes
Cairns,21.1,28.2,0,7.6,5.9,SE,48,S,13,73,1018.5,7,23.1,No,Yes
Canberra,13.9,34.7,0,6.4,8.5,SSW,46,ENE,7,18,1019.3,3,32.7,No,No
Wollongong,11.5,22.2,0,,,NNW,56,NNE,13,52,1016.6,,19,No,No
Launceston,14.8,18.2,13.8,,,NNW,54,NW,22,67,998.9,,16.5,Yes,Yes
Portland,6.7,11.8,3,0,3.6,WSW,41,WSW,20,63,1021.5,8,11,Yes,Yes
Albany,11.2,20.9,0.8,4.2,,,,,,,1024.6,,,No,No
Portland,10.9,20.7,0,,,E,41,ESE,20,53,1009,,19.7,No,Yes
NorfolkIsland,14.3,19.1,1.2,2.6,5,SSW,39,SSE,22,59,1022.6,6,17.9,Yes,No
Cairns,19.3,26.1,3.2,3,4.2,SSE,61,SSE,35,78,1016.3,6,23.2,Yes,Yes
PearceRAAF,14.9,35.4,0,,10.8,W,37,W,28,27,1010.5,0,33.3,No,No
Brisbane,23.1,29.3,0.6,1.4,0.9,NE,17,ENE,6,59,1013.7,7,29,No,No
Katherine,21.5,35,0,8,,SSE,30,SSW,17,,1008,,,No,No
Wollongong,8.2,12.2,0.4,,,S,39,SW,20,88,1029.4,8,10.5,No,Yes
Sydney,20.1,28.7,0,9,12.4,,,NE,22,54,1010.6,1,27,No,Yes
Woomera,16.4,31.2,0,8.8,10.9,SSE,33,SW,20,18,1020.2,1,30.2,No,No
Cobar,14.5,17.1,0,7.2,,ENE,30,NE,6,51,1015,8,16.4,No,Yes
Tuggeranong,3.3,13.8,0,,,WNW,33,NW,13,76,1013.4,,10.3,No,Yes
SydneyAirport,14,17.9,0,3,0.1,W,35,WSW,11,93,1018.3,8,15.5,No,Yes
Wollongong,13.4,21.1,0,,,NE,46,NE,37,71,1014.5,,20.1,No,No
Penrith,5.1,16.6,0.2,,,WNW,7,,0,62,,,16.5,No,No
Uluru,11.5,26.3,0,,,ESE,50,SE,22,18,1018.2,,25.6,No,No
Katherine,23.4,33.9,59.6,,,ESE,43,WSW,6,61,1003,7,32,Yes,Yes
GoldCoast,15.3,22.8,0,,,SSE,67,SSE,48,63,1016.7,,18.9,No,No
Nhil,11.2,16.2,13.8,,,W,52,W,33,76,1009.3,,13.9,Yes,Yes
Perth,20.8,33.6,4.4,10.6,9.2,SSW,31,S,13,50,1007.9,2,32.6,Yes,No
Katherine,26.9,38.7,0,10.6,,SE,50,S,9,30,1009,3,38,No,Yes
Mildura,17.2,29.6,1.2,3.8,,WNW,48,NNE,24,50,1006.4,6,27.7,Yes,No
Perth,18.1,23.5,0.2,7.4,9.5,SW,54,SW,30,44,1010.8,3,21.4,No,No
NorahHead,7.9,19,0,,,NW,26,ESE,22,61,1020.2,,15.3,No,No
Watsonia,8.9,13.9,4.6,5,5.8,NNW,46,SSW,17,59,1023.8,7,12.5,Yes,No
MountGambier,14.4,30.8,0,8,11.5,S,35,SSW,15,31,1008.8,5,29.5,No,Yes
Sydney,13.6,19.8,8.6,4,0.4,SSE,30,SSW,11,80,1024.1,7,18,Yes,Yes
Nuriootpa,6.6,10.7,1,1.5,1.4,WSW,30,WSW,17,82,1025.8,8,9.5,No,No
Ballarat,11.4,19.6,0,,,SSW,37,SW,19,44,1019.4,,18.5,No,No
Brisbane,17.2,34.4,0,9,12.3,NE,31,NE,13,45,1006.4,1,29.6,No,No
Mildura,8.9,29.2,0,7.2,12.8,ENE,31,NE,11,11,1020.3,0,27.3,No,No
SalmonGums,18.8,37.6,0,,,SSW,52,NNW,9,19,,,37,No,Yes
Richmond,1.3,15.4,0,2.6,,S,43,WNW,22,77,1012.5,,10.2,No,Yes
NorahHead,14.1,19.1,9.4,,,NNE,44,N,22,97,1019.3,,15.8,Yes,Yes
Canberra,4.1,10.4,7.6,,,W,54,WNW,30,66,1014.4,1,8.7,Yes,Yes
Sydney,11.6,18.8,0.2,1,1.2,NNE,24,ESE,6,67,1025.7,,18.2,No,No
Ballarat,2.2,12.4,5.6,,,SSE,63,SE,37,99,1007.5,8,11,Yes,Yes
MelbourneAirport,14.4,22.9,0.2,5,3.7,SW,37,S,15,58,1010.7,7,20.3,No,No
Sale,4.1,23.7,0,,,WNW,41,NW,22,36,1020.5,5,23.2,No,No
Dartmoor,4.1,18.6,0,3.6,1.2,NNE,46,N,20,50,1010.9,,17.5,No,Yes
Walpole,12.6,17.2,3.8,,,SSW,31,SSE,9,99,1007.8,,13.7,Yes,Yes
Albury,17.7,33.7,0,,,NW,85,NW,44,15,998.7,3,32.5,No,Yes
Woomera,9.3,25.4,0,5.4,9.8,NNW,31,NW,15,17,1013.1,1,23.9,No,Yes
BadgerysCreek,10.6,27.5,0,,,W,72,N,13,46,1006.3,,25.4,No,Yes
Watsonia,4.5,15.3,0.6,3,5.6,W,39,W,13,63,1009,8,13,No,Yes
GoldCoast,17.7,20.1,0,,,NW,20,ENE,7,99,1011.7,,18.9,No,Yes
Sydney,8.1,19.8,0,2.2,9.5,W,26,NNE,13,53,1020.8,0,19.2,No,No
Witchcliffe,10.6,14.9,23.6,,,W,44,SSW,15,58,1021.6,,13.4,Yes,Yes
WaggaWagga,21.9,39.9,0,12,13.1,NNE,39,NW,9,13,1012,1,38.2,No,No
